HH:MM:SS   KB/s in  KB/s out
21:14:31      0.00      0.00
21:14:31      0.00      0.00
21:14:31      0.00      0.00
21:14:31      0.00      0.00
21:14:31      0.00      0.00
21:14:31      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
  Time          enp0s3      
HH:MM:SS   KB/s in  KB/s out
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:32      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:33      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
  Time          enp0s3      
HH:MM:SS   KB/s in  KB/s out
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:34      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:35      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
  Time          enp0s3      
HH:MM:SS   KB/s in  KB/s out
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:36      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:37      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:38      0.00      0.00
21:14:39      0.00      0.00
  Time          enp0s3      
HH:MM:SS   KB/s in  KB/s out
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:39      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:40      0.00      0.00
21:14:41      0.00      0.00
21:14:41      0.00      0.00
21:14:41      0.00      0.00
  Time          enp0s3      
HH:MM:SS   KB/s in  KB/s out
21:14:41      0.00      0.00
21:14:41      0.00      0.00
21:14:41      0.00      0.00
